Id	Vendor/Payee	Date	Amount	Fund	Account	Department	Program
202006007508	American Express	12/10/2019	$28.28	Non-State Approp - Student Activities and Organizations	Bank Fees	Student Organizations	Student Services
202006017932	American Express	12/10/2019	$5.27	Non-State Approp - Student Activities and Organizations	Bank Fees	Student Organizations	Student Services
202006007505	American Express	12/10/2019	$6.02	Non-State Approp - Student Activities and Organizations	Bank Fees	School of Accountancy	Student Services
202006009279	American Express	12/10/2019	$52.96	Non-State Approp - Student Activities and Organizations	Bank Fees	Student Affairs Publications	Student Services
202006017931	American Express	12/10/2019	$23.65	Non-State Approp - Student Activities and Organizations	Bank Fees	Student Organizations	Student Services
202006007099	American Express	12/10/2019	$57.58	Non-State Approp - Student Activities and Organizations	Bank Fees	Brooks Center	Instruction
202006004047	American Express	12/10/2019	$0.54	Non-State Approp - Departmentally Generated E&G Funds	Other Services	PRTM Leisure Skills	Instruction
202006004048	American Express	12/10/2019	$0.59	Non-State Approp - Departmentally Generated E&G Funds	Other Services	University Libraries	Academic Support
202006014015	American Express	12/10/2019	$6.88	Non-State Approp - Departmentally Generated E&G Funds	Other Services	CCIT Customer Support Services	Academic Support
202006014014	American Express	12/10/2019	$21.41	Non-State Approp - Departmentally Generated E&G Funds	Other Services	PRTM Outdoor Laboratory	Public Service
202006004049	American Express	12/10/2019	$44.22	Non-State Approp - Departmentally Generated E&G Funds	Other Services	Campus Recreation	Student Services
202006017929	American Express	12/10/2019	$10.75	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	MBA Programs	Instruction
202006017922	American Express	12/10/2019	$4.22	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Osher Lifelong Learning Inst	Instruction
202006017915	American Express	12/10/2019	$15.87	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Food, Nutrition & Package Sci	Instruction
202006011941	American Express	12/10/2019	$441.45	Non-State Approp - Departmentally Generated E&G Funds	Other Services	Madren Center	Public Service
202006017923	American Express	12/10/2019	$5.83	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	JFSC - Community Outreach	Public Service
202006017921	American Express	12/10/2019	$1.27	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Parks Recreation & Tourism Mgt	Public Service
202006017916	American Express	12/10/2019	$121.61	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Sonoco Inst Pkg Design & Graph	Research
202006018254	American Express	12/10/2019	$4.86	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Youth Learning Institute	Public Service
202006007098	American Express	12/10/2019	$17.73	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	CU EPIC	Research
202006009278	American Express	12/10/2019	$274.16	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	TigerOne Card Services	Student Services
202006007507	American Express	12/10/2019	$5.91	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Graphic Communications	Instruction
202006017924	American Express	12/10/2019	$124.70	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	COMSET	Instruction
202006007504	American Express	12/10/2019	$1.62	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	PEER / WISE	Instruction
202006017902	American Express	12/10/2019	$0.49	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Gantt Multicultural Center	Student Services
202006007506	American Express	12/10/2019	$18.59	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Center for Corporate Learning	Instruction
202006017920	American Express	12/10/2019	$216.18	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Education & Human Dev	Instruction
202006007501	American Express	12/10/2019	$17.20	Non-State Approp - University Generated Funds	Bank Fees	Office of Global Engagement	Academic Support
202006017925	American Express	12/10/2019	$217.76	Non-State Approp - University Generated Funds	Bank Fees	Office of Global Engagement	Academic Support
202006007510	American Express	12/10/2019	$1.08	Non-State Approp - University Generated Funds	Bank Fees	Campus Activities and Events	Student Services
202006007100	American Express	12/10/2019	$30.29	Non-State Approp - University Generated Funds	Bank Fees	Marketing & Creative Services	Institutional Support
202006017904	American Express	12/10/2019	$8.60	Non-State Approp - University Generated Funds	Bank Fees	Charles H. Houston Center	Research
202006017918	American Express	12/10/2019	$0.54	Non-State Approp - University Generated Funds	Bank Fees	Performing Arts	Instruction
202006017903	American Express	12/10/2019	$33.76	Non-State Approp - University Generated Funds	Bank Fees	Clemson Online	Instruction
202006017933	American Express	12/10/2019	$19.35	Non-State Approp - University Generated Funds	Bank Fees	Michelin Career Center	Student Services
202006014017	American Express	12/10/2019	$15.77	Non-State Approp - University Generated Funds	Other Services	Records / Registration	Student Services
202006014016	American Express	12/10/2019	$6.88	Non-State Approp - University Generated Funds	Other Services	Campus Activities and Events	Student Services
202006014018	American Express	12/10/2019	$678.48	Non-State Approp - University Generated Funds	Other Services	Miscellaneous Institutional	Institutional Support
202006004046	American Express	12/10/2019	$0.22	State Appropriations and Generated Funds	Other Services	Research Farm Services	Research
202006007096	American Express	12/10/2019	$94.18	Departmentally Generated PSA Funds	Bank Fees	Agricultural Sciences	Public Service
202006007088	American Express	12/10/2019	$17.02	Departmentally Generated PSA Funds	Bank Fees	SC Botanical Garden	Public Service
202006007094	American Express	12/10/2019	$0.39	Departmentally Generated PSA Funds	Bank Fees	Charleston	Public Service
202006017906	American Express	12/10/2019	$5.17	Departmentally Generated PSA Funds	Bank Fees	Cooperative Extension Services	Public Service
202006017914	American Express	12/10/2019	$21.28	Departmentally Generated PSA Funds	Bank Fees	Food, Nutrition & Package Sci	Public Service
202006017909	American Express	12/10/2019	$2.15	Departmentally Generated PSA Funds	Bank Fees	Spartanburg	Public Service
202006017910	American Express	12/10/2019	$-8.77	Departmentally Generated PSA Funds	Bank Fees	Richland	Public Service
202006017912	American Express	12/10/2019	$34.41	Departmentally Generated PSA Funds	Bank Fees	Plant & Environmental Sciences	Public Service
202006017917	American Express	12/10/2019	$12.90	Departmentally Generated PSA Funds	Bank Fees	Horse Farm	Public Service
202006017908	American Express	12/10/2019	$7.32	Departmentally Generated PSA Funds	Bank Fees	PSA Publishing	Public Service
202006007089	American Express	12/10/2019	$2.87	Departmentally Generated PSA Funds	Bank Fees	SC Botanical Garden	Public Service
202006009282	American Express	12/10/2019	$19.35	Departmentally Generated PSA Funds	Bank Fees	Cooperative Extension Services	Public Service
202006007096	American Express	12/10/2019	$94.18	Departmentally Generated PSA Funds	Bank Fees	Agricultural Sciences	Public Service
202006017911	American Express	12/10/2019	$105.35	Departmentally Generated PSA Funds	Bank Fees	Field Operations	Public Service
202006007090	American Express	12/10/2019	$3.89	Departmentally Generated PSA Funds	Bank Fees	RPSP Labs	Public Service
202006007095	American Express	12/10/2019	$2.90	Departmentally Generated PSA Funds	Bank Fees	Field Operations	Public Service
202006007091	American Express	12/10/2019	$1.74	Departmentally Generated PSA Funds	Bank Fees	Pesticide Regulation	Public Service
202006007092	American Express	12/10/2019	$0.65	Departmentally Generated PSA Funds	Bank Fees	Oconee	Public Service
202006007093	American Express	12/10/2019	$19.35	Departmentally Generated PSA Funds	Bank Fees	Calhoun	Public Service
